time/input_data/output_state/rest/grip/hold/release
4,996971607208252/1,1641514301300049/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1655921936035156/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1677533388137817/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1583882570266724/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1562271118164062/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,166312575340271/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,159829020500183/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1583882570266724/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1735165119171143/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1800000667572021/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1699146032333374/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1756776571273804/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1778388023376465/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1612699031829834/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1706349849700928/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1612699031829834/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1619902849197388/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,168473720550537/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1612699031829834/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1591086387634277/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1655921936035156/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1800000667572021/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1742368936538696/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1569474935531616/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1792796850204468/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,174957275390625/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1677533388137817/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1713553667068481/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1763980388641357/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1706349849700928/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1756776571273804/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1771184206008911/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1591086387634277/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1648718118667603/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,174957275390625/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1727961301803589/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1771184206008911/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,1850427389144897/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
4,996971607208252/1,166312575340271/0/0,8649073243141174/0,0017375315073877573/0,11663392186164856/0,016721302643418312
